1024 1692.00 0.00000 1732608.00
2048 1359.90 0.00000 2785075.20
4096 676.00 0.00000 2768896.00
8192 480.40 0.00000 3935436.80
16384 481.40 0.00000 7887257.60
32 6655.70 0.00059
64 6448.20 0.00061
32 6380.90 0.00061
64 6580.00 0.00059
32 6303.50 0.00062
32 6445.80 0.00061
64 6505.00 0.00060
128 6249.80 0.00063
256 5954.60 0.00066
512 5412.40 0.00072
1024 4004.00 0.00098
32 6357.00 0.00061
64 6403.60 0.00061
32 6264.40 0.00062
64 6451.60 0.00061
128 6348.00 0.00062
256 6010.80 0.00065
512 5449.60 0.00072
1024 4173.80 0.00094
2048 673.40 0.00580
4096 475.80 0.00821
8192 474.20 0.00824
16384 476.80 0.00819
32 5364.00 0.00073
64 5266.20 0.00074
128 5041.60 0.00077
256 5134.40 0.00076
512 4478.40 0.00087
1024 3213.00 0.00122
2048 899.20 0.00434
4096 467.00 0.00836
8192 464.20 0.00842
16384 465.60 0.00839
32 4942.00 0.00079
64 4628.20 0.00084
128 4564.60 0.00086
32 5664.00 0.00069
64 5744.20 0.00068
128 5705.40 0.00068
256 5472.60 0.00071
512 4842.60 0.00081
1024 3774.40 0.00103
2048 1400.60 0.00279
4096 489.00 0.00799
8192 492.40 0.00793
16384 493.80 0.00791
